"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer";"youtube"
"MADONNA";"Like a prayer";"Like a prayer";"";"SIRE";1718973510;1718973845;"https://open.spotify.com/track/1z3ugFmUKoCzGsI6jdY4Ci";"https://music.apple.com/fr/album/like-a-prayer/329519270?i=329519309&uo=4";"https://www.deezer.com/track/664507";
"CARLO SAVINA (Chef d'orchestre)";"BOF / La dolce vita";"LA DOLCE VITA (VIA VENETO)";"1991";"CAM";1718973839;1718973933;;;;
"Adriano Celentano";"Antologia vol 2 (1966-1975)";"Il ragazzo della via gluck";"1966";"WARNER";1718973933;1718974173;;;;
"VERONIQUE SANSON (Compositeur)";"";"Chanson sur ma drôle de vie";"";"";1718974172;1718974328;"https://open.spotify.com/track/6VhUjSIvsIGuFv8IfAuRnk";"https://music.apple.com/fr/album/chanson-sur-ma-dr%C3%B4le-de-vie/1713123696?i=1713124802&uo=4";"https://www.deezer.com/track/800613";
"KT TUNSTALL";"Eye to the telescope";"Suddenly i see";"";"EMI";1718974329;1718974528;"https://open.spotify.com/track/5p9XWUdvbUzmPCukOmwoU3";"https://music.apple.com/fr/album/suddenly-i-see/724925189?i=724925862&uo=4";"https://www.deezer.com/track/3120617";
"Juca Chaves";"Muito vivo";"Take me back to Piaui";"";"PREMIER";1718974524;1718974722;"https://open.spotify.com/track/26uzS4AhDPEYbGwcWFWB2O";"https://music.apple.com/fr/album/take-me-back-to-piau%C3%AD/1181624662?i=1181624802&uo=4";;
"BARRY WHITE";"Shaolin Soul: Episode 1";"MELLOW MOOD (PART 1)";"1974";"PARLOPHONE";1718974713;1718974753;;;;
"Terry Callier";"What Color Is Love";"What Color Is Love";"1972";"GRT";1718974747;1718974990;;;;
"BARRY WHITE";"Compil./La legende des tubes/Annees 70 a nos jours/Vol.21";"You're the first, the last, my everything";"";"WAGRAM";1718974989;1718975193;"https://open.spotify.com/track/5dXJ1SoksFkgdx3yxIoYNO";"https://music.apple.com/fr/album/youre-the-first-the-last-my-everything/1431053185?i=1431053623&uo=4";"https://www.deezer.com/track/537995772";
"MILES DAVIS";"Les trésors du Jazz 1954 - Vol. 5";"It never entered my mind";"2005";"LECHANTDUMON";1718975191;1718975298;;;"https://www.deezer.com/track/1180378";
"Gael Faye";"Balade Brésilienne";"Balade Brésilienne - Radio Edit (Feat. Flavia Coelho)";"2018";"BELIEVE";1718975296;1718975503;;;;
"Edwyn Collins";"A girl like you";"A girl like you";"1994";"COUP FRANC";1718975503;1718975737;;"https://music.apple.com/fr/album/a-girl-like-you/474269994?i=474270145&uo=4";;
"The Chemical Brothers";"Surrender";"Asleep from day";"1999";"VIRGIN";1718975731;1718976019;"https://open.spotify.com/track/4BITFC4lrPVAUfwxYuak7v";;"https://www.deezer.com/track/3135032";
"Gipsy Kings";"The big Lebowski";"Hotel California";"1990";"MERCURY";1718976015;1718976361;;;;
"Jimmy Smith";"La métamorphose des cloportes";"Goldfinger";"1963";"EMARCY RECORDS";1718976360;1718976525;;;"https://www.deezer.com/track/95219728";
"Amy Winehouse";"Black is back";"Valerie";"2006";"LABEL X ( INCONNU )";1718976454;1718976685;;;;
"THE RAMONES";"We're Outta Here";"Spider-man";"1997";"EAGLE RECORDS";1718976682;1718976813;;;;
"Les Rita Mitsouko";"Rita Mitsouko";"Marcia Baïla";"1984";"VIRGIN";1718976793;1718977125;"https://open.spotify.com/track/43THPstJP6RXLMd7ryXyNf";"https://music.apple.com/fr/album/marcia-ba%C3%AFla/1231273848?i=1231274166&uo=4";;
"BADEN POWELL";"Baden plays Vinicius";"SAMBA EM PRELUDIO";"2000";"NAIVE";1718977122;1718977401;;"https://music.apple.com/fr/album/samba-em-prel%C3%BAdio/534820781?i=534821289&uo=4";;
"Nicole Croisille & Pierre Barouh";"BOF / Ces amours là / Un homme et une femme";"Un homme et une femme";"1966";"HEBEN MUSIC";1718977398;1718977554;;;;
"Pharrell Williams";"BOF / Moi moche et méchant 2";"Moi moche et méchant 2 : Happy";"2013";"BACK LOT MUSIC";1718977557;1718977787;;;;
"Buddy Holly";"Bof / American graffiti";"That'll be the day";"1957";"MCA RECORDS";1718977787;1718977923;"https://open.spotify.com/track/4UcHTV3TjlThmMlZgOG4Kr";"https://music.apple.com/fr/album/thatll-be-the-day/1478937688?i=1478937691&uo=4";"https://www.deezer.com/track/750109742";
"Chic";"Nile Rodgers presents / The chic / Organization box set / Vol. 1";"Savoir faire";"1978";"WARNER MUSIC FRANCE";1718977921;1718978221;;"https://music.apple.com/fr/album/savoir-faire/220238200?i=220238569&uo=4";;
"Christer Norden";"Beauty : A journey through Jeremy underground's collection";"Lay back";"1977";"SPACETALK RECORDS";1718978218;1718978362;;;"https://www.deezer.com/track/1323522772";
"Johnny Dyani";"Afrika";"Blame it on the boers";"";"STEEPLE CHASE";1718978361;1718978646;"https://open.spotify.com/track/6xWguJw3VGW9o3HhuarFCK";"https://music.apple.com/fr/album/blame-it-on-the-boers/159406151?i=159406154&uo=4";;
"Gilberto Gil";"Brésil de Gilberto Gil/La route des tubes";"Palco";"1989";"WEA";1718978641;1718978900;;;;
"FAIRUZ";"Mondomix experience";"Habaitak ta neseet al naoum (Liban)";"";"";1718978900;1718979233;;;;
"The Weather Girls";"Tubes 2007";"It's raining men";"";"SONY";1718979232;1718979440;"https://open.spotify.com/track/2IvetNzSZMH5gwjInoyr18";"https://music.apple.com/fr/album/its-raining-men/276237254?i=276237300&uo=4";"https://www.deezer.com/track/555755";
"Sylvester";"For discos only";"I need somebody to love tonight (disco mix)";"1979";"CRAFT RECORDINGS";1718979438;1718979569;;;"https://www.deezer.com/track/543151152";
"Rick James";"Bof : Friday";"Mary jane";"1978";"PRIORITY RECORDS";1718979568;1718979804;"https://open.spotify.com/track/5hWLHFSmomXmeTXEE478My";"https://music.apple.com/fr/album/mary-jane/1442996585?i=1442996822&uo=4";;
"Prince And The Revolution";"Parade";"Sometimes it snows in april";"1986";"PAISLEY PARK";1718979799;1718980207;;;;
"Manu Dibango";"Joue Sidney Bechet";"Petite fleur";"2007";"CHRYTAL RECO";1718980204;1718980425;"https://open.spotify.com/track/30cO64lD3HBfTehiE3XqD5";;"https://www.deezer.com/track/562905152";
"Peter Tosh";"Rockers - Original Soundtrack";"Stepping razor";"1979";"MANGO";1718980358;1718980552;;;"https://www.deezer.com/track/608969";
"CELIA CRUZ";"Latina café vol. 1";"LA VIDA ES UN CARNAVAL";"2000";"WAGRAM";1718980552;1718980827;"https://open.spotify.com/track/22YrEL6IbDx4axzr8Wpw9M";;"https://www.deezer.com/track/429989292";
"Nicola Cruz";"Siku";"Esu Enia (feat. Marcio Pinto)";"2019";"ZZK RECORDS";1718980826;1718980875;;;;
"TRIO";"Cette annee la ! 1982";"DA DA DA";"1982";"REMARK";1718980874;1718981075;;;;
"JANIS JOPLIN";"Pearl";"KOZMIC BLUES";"1969";"COLUMBIA";1718981072;1718981398;"https://open.spotify.com/track/7eYYxblNEZKKeTT0HBQbXO";"https://music.apple.com/fr/album/kozmic-blues/1073650135?i=1073650453&uo=4";"https://www.deezer.com/track/831127";
"Woods";"Perennial";"White Winter Melody";"2023";"WOODSIST RECORDS";1718981395;1718981455;"https://open.spotify.com/track/5Jqat3tDXOkCYxpRQZE0um";"https://music.apple.com/fr/album/white-winter-melody/1687512075?i=1687512321&uo=4";;
"QUASIMOTO";"The Unseen";"Basic instinct";"2000";"STONES THROW RECORDS";1718981454;1718981585;;"https://music.apple.com/fr/album/basic-instinct/41655200?i=41655103&uo=4";"https://www.deezer.com/track/445933322";
"BERURIER NOIR";"ENFONCEZ L' CLOWN";"SALUT Ã  TOI";"1999";"";1718981584;1718981875;;;;
"WOLFGANG AMADEUS MOZART/DIR ALFREDO BERNARDINI/ENSEMBLE ZEFIRO";"Mozart en Harmonie";"DON GIOVANNI K 527 : GIA LA MENSA E PREPARATA (ACTE II SC 5)";"2004";"ARCANA";1718981837;1718982059;;;;
"Kajagoogoo";"Les années 80";"Too shy";"1983";"";1718982042;1718982242;"https://open.spotify.com/track/6WEBIVqiEsevfgJefTyuQQ";;"https://www.deezer.com/track/3357587";
"Whirpool Production";"Nova classic ten";"From disco to disco (single mix)";"2011";"NOVA RECORDS";1718982243;1718982599;;;;
"ESTER PAULINE";"";"Il fait chaud";"1990";"";1718982598;1718982829;;;;
"Kassav";"Un toque latino";"Zouk la sé sèl medikaman nou ni";"1998";"COLUMBIA";1718982828;1718983130;;;;
"Cesaria Evora";"Miss perfumado";"Sodade";"1992";"MELODIE";1718983125;1718983415;"https://open.spotify.com/track/7xzMrUmlooPa1Fmp88hlYc";"https://music.apple.com/fr/album/sodade/573376804?i=573377330&uo=4";"https://www.deezer.com/track/511821522";
"The Specials";"Specials (remaster)";"A message to you Rudy";"1979";"CHRYSALI";1718983412;1718983584;;;"https://www.deezer.com/track/1798538677";
"THELONIOUS MONK";"MISTERIOSO";"APRIL IN PARIS";"2002";"";1718983581;1718983782;;;"https://www.deezer.com/track/709965702";
"Dolly Parton";"Country soul sisters / Vol. 2";"Jolene";"1974";"SOUL JAZZ RECORDS";1718983744;1718983901;"https://open.spotify.com/track/5fdhThPDe6jQQDqCyWrdAn";;"https://www.deezer.com/track/114422238";
"Niagara";"L'amour à la plage";"L'amour à la plage";"1986";"POLYDOR";1718983899;1718984094;"https://open.spotify.com/track/4mII9EfvzMukROnehYgqG3";;;
"Felt";"Ignite the seven cannons / Strange idols pattern and other short stories";"Textile ranch";"1984";"CHERRY RED RECORDS";1718984090;1718984237;"https://open.spotify.com/track/6jpXQyYOMQ6i6NHO0TSh0f";"https://music.apple.com/fr/album/textile-ranch/1564994100?i=1564995011&uo=4";"https://www.deezer.com/track/899128482";
"Kim Carnes";"The best of Kim Carnes";"Bette Davis eyes";"1981";"EMI";1718984233;1718984455;"https://open.spotify.com/track/0odIT9B9BvOCnXfS0e4lB5";"https://music.apple.com/fr/album/bette-davis-eyes/714976054?i=714976249&uo=4";"https://www.deezer.com/track/3153065";
"The Who";"Who's better, who's best";"Baba o'riley";"1971";"POLYDOR";1718984446;1718984743;"https://open.spotify.com/track/3qiyyUfYe7CRYLucrPmulD";"https://music.apple.com/fr/album/baba-oriley/1440815866?i=1440815872&uo=4";"https://www.deezer.com/track/2121805";
"KIM CARNES";"";"KIM CARNES / BETTE DAVIS";"";"";1718984446;1718984694;;;;
"THE DURUTTI COLUMN/GUI VINI REILLY/BAT BRUCE MITCHELL";"Lc";"THE ACT COMMITTED (INSTRUMENTAL)";"1981";"FACTORY RECORDS";1718984743;1718985045;;;;
"crocrodiles";"";"crocrodiles";"";"";1718984861;1718985306;;;;
"Ottawan & Daniel Vangarde";"The vaults of Zagora Records mastermind (1971-1984)";"Qui va garder mon crocodile cet été (extended)";"2022";"BECAUSE";1718985235;1718985696;;;;
"NON IDENTIFIE";"";"Olive et Tom";"1995";"";1718985243;1718985245;;;;
"GALA";"100% tubes de l'été";"Freed from desire";"";"WAGRAM MUSIC";1718985252;1718985256;;"https://music.apple.com/fr/album/freed-from-desire/287591338?i=287592533&uo=4";"https://www.deezer.com/track/84721881";
"La Bibliotheque De La Bergerie";"La Bibliothèque de la Bergerie";"Loterie solaire";"2023";"FREAKSVILLE RECORDS";1718985427;1718985673;"https://open.spotify.com/track/0aVRVGMT5ucMvB3yMnr8iU";;;
"JERMAINE JACKSON";"Hot and new '85";"When the rain begins to fall";"";"";1718985693;1718985938;"https://open.spotify.com/track/4BNgHaHriMcnpeR7qdkojU";"https://music.apple.com/fr/album/when-the-rain-begins-to-fall-12-vocal-version-with-breakdown/853593032?i=853593059&uo=4";;
"Fleetwood Mac";"Greatest hits / Succes";"Dreams";"1977";"WARNER BROS";1718985935;1718986188;;"https://music.apple.com/fr/album/dreams/594061854?i=594061856&uo=4";;
"Chet Atkins";"Guitar for all seasons";"Green, green grass of home";"1985";"RCA";1718986187;1718986346;;;;
"Maxime Le Forestier";"Anthologie de la chanson francaise 1972";"San Francisco";"1972";"REMARK";1718986349;1718986513;"https://open.spotify.com/track/4EucYViqJKQ4lCECHnec1P";"https://music.apple.com/fr/album/san-francisco/1443800609?i=1443801257&uo=4";"https://www.deezer.com/track/12711462";
"Technotronics";"Club 90's";"Pump up the jam";"2003";"COLUMBIA";1718986513;1718986728;;;;
"BOOTY";"";"BOOTY";"";"";1718986726;1718986873;;;;
"Biche";"La nuit des Perséides";"Film noir";"2019";"BANQUISE RECORDS";1718986875;1718986983;"https://open.spotify.com/track/4WgxcF9ElY8WDfW8h21Lb0";"https://music.apple.com/fr/album/film-noir/1459637482?i=1459637678&uo=4";;
"Television";"Adventure";"Days";"1978";"ELEKTRA";1718986938;1718987128;;"https://music.apple.com/fr/album/days/298683580?i=298683708&uo=4";;
"DARIO MORENO";"Oh ! que Dario !";"C EST MAGNIFIQUE";"1955";"POLYGRAM";1718987126;1718987280;;;;
"HENRI MANCINI";"CINE JAZZ";"La panthère rose(film) :  The pink panther theme";"1993";"RCA VICTOR";1718987280;1718987433;;;;
"John Lennon";"Working class hero: The definitive Lennon";"Imagine";"1971";"EMI";1718987433;1718987614;;"https://music.apple.com/fr/album/imagine/1440853752?i=1440853776&uo=4";"https://www.deezer.com/track/16800254";
"Bradley Cooper & Lady Gaga";"Bof / A star is born";"Shallow";"2018";"INTERSCOPE RECORDS";1718987612;1718987826;;;;
"Ry Cooder";"BOF / Paris Texas";"Dark was the night";"1988";"Warner Bros";1718987822;1718987992;;;;
"Paolo Conte";"The best of";"Sparring partner";"1984";"EASTWEST";1718987880;1718988128;;"https://music.apple.com/fr/album/sparring-partner/42224780?i=42224782&uo=4";"https://www.deezer.com/track/3887499";
"Ann Sorel";"69 année mélodique";"L'amour à plusieurs";"1972";"FANON RECORDS";1718988126;1718988392;;;;
"Falco";"Einzelhaft";"Der Kommissar";"1982";"A&M RECORDS";1718988391;1718988613;"https://open.spotify.com/track/3TBRJsLCcwroEkA3tD4u2N";"https://music.apple.com/fr/album/der-kommissar/1080465695?i=1080465882&uo=4";;
"";"Top des génériques TV / Series TV";"ARNOLD ET WILLY";"";"AB HIT";1718988610;1718988704;;;;
"Duke Ellington";"The Capitol sessions 1953-1955";"Satin doll";"1953";"DEFINITIVE RECORDS";1718988702;1718988876;;"https://music.apple.com/fr/album/satin-doll/192990980?i=192991290&uo=4";;
"John Coltrane";"A love supreme : the complete masters";"Part 1 - Acknowledgement (Stereo)";"1965";"IMPULSE";1718988806;1718989214;;;;
"Gamegrooves";"Mauville Melodies : A Jazz Tribute to Pokémon Rse";"Littleroot town (feat. Ian Martyn)";"2022";"GAMEGROOVES";1718989302;1718989430;;;;
"Los Indios Tabajaras";"Maria Elena";"The 3rd man theme";"1965";"RCA";1718989429;1718989552;;;;
"Frank Zappa";"The lost episodes";"Lost in a whirlpool";"1996";"RYKO";1718989550;1718989717;"https://open.spotify.com/track/12mWpuuuKQldYfhsCCEj6d";"https://music.apple.com/fr/album/lost-in-a-whirlpool/1443110096?i=1443110407&uo=4";;
"Jean Baptiste Berger Persuasive";"Aero";"Magellan didn't need NASA";"2024";"TACOMMA";1718989715;1718990101;;;;
"Henry Mancini";"Henry Mancini :The cop show themes";"Police woman (Serie TV)";"1976";"RCA";1718990098;1718990292;;;;
"Radiohead";"KID A MNESIA";"Motion picture soundtrack";"2021";"XL RECORDINGS";1718990288;1718990485;"https://open.spotify.com/track/5RxiwMqRNyPYjJTobU65UT";;"https://www.deezer.com/track/138547605";
"Dorothy Ashby";"The jazz harpist / Vol. 1 et Vol. 2";"Lonely melody";"1962";"FRESH SOUND RECORDS";1718990480;1718990619;;;;
"Blossom Dearie";"Give him the ooh-la-la";"Try your wings";"1957";"VERVE";1718990618;1718990820;;;;
"Fernando Caiati";"Parole e musica";"Quando il tuo amore";"1960";"RCA";1718990817;1718990864;;;;
"Helen Merrill";"Parole e musica";"Everything happens to me";"1960";"RCA";1718990864;1718991012;;"https://music.apple.com/fr/album/everything-happens-to-me/393987014?i=393987727&uo=4";;
"Stefano Di Battista";"Morricone stories";"La cosa buffa (La drôle d'affaire)";"2021";"WARNER MUSIC";1718991011;1718991270;;;;
"Gerry Mulligan";"Pacific Jazz II Collection - Mulligan - Vol. 1";"Carson City Stage";"1958";"EMI";1718991266;1718991415;;;"https://www.deezer.com/track/3123575";
"Blue Mitchell";"Heads up";"Good humor man";"1968";"BLUE NOTE";1718991415;1718991754;"https://open.spotify.com/track/2FW0vEEvIS6lPSrGgJ45Sm";;"https://www.deezer.com/track/140855017";
"Helene Smith";"I am controlled by your love";"I Am Controlled By Your Love";"2023";"Numero Group";1718991734;1718991919;"https://open.spotify.com/track/5QeUAekmZn2nyiBzW5cUUv";;"https://www.deezer.com/track/2233817157";
"Jan Garbarek";"Visible world";"Red wind";"1996";"ECM";1718991916;1718992141;"https://open.spotify.com/track/6MB1W09LUZCYrXTA0JdW3M";"https://music.apple.com/fr/album/red-wind/1444197842?i=1444197845&uo=4";"https://www.deezer.com/track/1182941";
"Hako Yamasaki";"Tobimasu";"Sasurai";"2023";"WARNER MUSIC";1718992140;1718992500;;;"https://www.deezer.com/track/1734478067";
"Laurent De Wilde & New Monk Trio";"New Monk trio";"Thelonious";"2017";"GAZEBO";1718992498;1718992694;;;;
"Cannonball Adderley";"Home cookin' (infectious grooves steamed by Blue Note)";"Mercy mercy mercy";"1966";"BLUE NOTE";1718992637;1718992882;;;;
"Tom Waits";"BOF / Coup de coeur (One from the heart)";"Coup de coeur : Coup de coeur :I beg your pardon";"1982";"COLUMBIA";1718992881;1718993145;;;;
"Michel Roques Trio";"Safari";"Le coup de l'étrier";"1969";"HOMERE";1718993143;1718993395;;;;
"Dead Or Alive";"Youthquake";"You spin me round (Like a record) (Performance mix)";"1985";"EPIC";1718993478;1718993921;;;;
"Katmandu";"Master mix Club hits Vol 2";"I Wanna Dance";"1982";"ATOLL MUSIC";1718993917;1718994361;;;;
"Habibi";"Dreamachine";"Losing control";"2024";"KILL ROCK STARS";1718994359;1718994686;"https://open.spotify.com/track/5QQvm7aLiycJ5Qi4yR9Y8C";"https://music.apple.com/fr/album/losing-control/1729415245?i=1729415609&uo=4";;
"Lescop";"Lescop";"La forêt";"2012";"POP NOIRE";1718994686;1718994968;"https://open.spotify.com/track/42SfD6GT4sS5FVVNZ2dp1u";"https://music.apple.com/fr/album/la-for%C3%AAt/1443235040?i=1443235054&uo=4";;
"The Cure";"Seventeen seconds";"A forest";"1980";"FICTION RECO";1718994947;1718995302;;"https://music.apple.com/fr/album/a-forest/1443809010?i=1443809784&uo=4";;
"Qpsm Unit";"Life: Styles";"Brooklyn inferno quadraphonic";"2004";"HARMLESS";1718995299;1718995649;;;;
"Fela Kuti";"Anthology 2";"Expensive shit";"1975";"WRASSE RECORDS";1718995647;1718996437;"https://open.spotify.com/track/2yBjFF19OmukrC7deP7LfZ";;"https://www.deezer.com/track/64321062";
"Question Mark And The Mysterians";"96 Tears";"96 tears";"1966";"REAL GONE MUSIC";1718996429;1718996605;;;"https://www.deezer.com/track/635667832";
"Dana Gillespie";"Tu n'as vraiment pas changé";"Tu n'as vraiment pas changé";"1968";"DECCA";1718996604;1718996740;;;;
"Kid Congo";"Dracula Boots";"Pumpkin pie";"2009";"IN THE RED RECORDS";1718996737;1718996866;;;;
"Soom T";"The louder the better";"Bad road";"2023";"RENEGADE MASTERS / X RAY PRODUCTIONS";1718996863;1718997042;"https://open.spotify.com/track/7kcM0Kv01ZnFFakrOVEVE8";"https://music.apple.com/fr/album/bad-road/1693793627?i=1693793631&uo=4";;
"Jo Twitch";"BOF / Beats";"Skeng teng (feat. Killa P)";"2014";"REPUBLIC OF MUSIC";1718997038;1718997232;;;;
"Shabba Ranks";"X-tra naked";"Ting-a-ling";"1992";"EPIC";1718997231;1718997462;"https://open.spotify.com/track/7hqAdo1Wig886zA2jPDupG";"https://music.apple.com/fr/album/ting-a-ling/169651506?i=169651608&uo=4";;
"Mike Fabulous";"Crown ruler sound";"Wang east (instrumental)";"2008";"TALKING MACHINE";1718997457;1718997696;;;;
"Les Negresses Vertes";"Le grand deballage (best of)";"Sous le soleil de Bodega";"1991";"VIRGIN";1718997693;1718997898;"https://open.spotify.com/track/0kwBYFETfcomDGcSgeeUAX";"https://music.apple.com/fr/album/sous-le-soleil-de-bodega/1231221663?i=1231222086&uo=4";;
"Paco El Lobo";"Flamenco solo (EP)";"El volcan Rumba";"2012";"BUDA MUSIQUE";1718997897;1718998071;;;;
"Alfredo De La Fe";"Joey negro & Sean P present : The best of disco spectrum";"Hot to trot";"1979";"BBE";1718998051;1718998435;"https://open.spotify.com/track/66PbfKgnsyac9t6PECtNrX";"https://music.apple.com/fr/album/hot-to-trot/1493451582?i=1493451687&uo=4";"https://www.deezer.com/track/845222032";
"Patrice Rushen";"Remind me : The classic Elektra recordings 1978 – 1984";"Haven’t you heard (12-inch version)";"1979";"STRUTS RECORDS";1718998433;1718998866;;;;
"Usha Uthup";"24 Carats";"Chhupke kaun aya";"1981";"INRECO";1718998864;1718999106;;;;
"MICHAEL JACKSON";"";"The way you make me feel";"";"";1718999095;1718999394;"https://open.spotify.com/track/541jTq3SOEELKvcfA0jHI0";"https://music.apple.com/fr/album/the-way-you-make-me-feel-single-version/159292399?i=159294429&uo=4";"https://www.deezer.com/track/8164627";
"Zopelar";"Ritmo freak";"Free your spirit (Ritmo II)";"2024";"TARTELET RECORDS";1718999388;1718999694;"https://open.spotify.com/track/0bJFErWcSVCvQHw6b2Me8q";"https://music.apple.com/fr/album/free-your-spirit-ritmo-ii/1733866848?i=1733866857&uo=4";"https://www.deezer.com/track/2684641602";
"Sim Fossil";"Course d'amour";"Taboo";"2023";"MISTER T RECORDS";1718999692;1719000094;"https://open.spotify.com/track/3ZN57pxyP30zUx0sdQnOzM";"https://music.apple.com/fr/album/taboo/1718505305?i=1718505309&uo=4";"https://www.deezer.com/track/2561155002";
"John Coltrane";"A love supreme : the complete masters";"Part 1 - Acknowledgement (Stereo)";"1965";"IMPULSE";1719000007;1719000008;;;;
"Orcestra Makassy";"Afrique 50 ans de musique volume 8/Afrique de l'Est 2";"Mambo bado";"2010";"SYLLART PRODUCTIONS";1719000095;1719000418;;;;
"The Ogyatanaa Show Band";"Ghana soundz / Afro-beat funk fusion in 1970's Ghana / Vol.2";"Disco africa";"1976";"SOUND WAY";1719000416;1719000672;;;"https://www.deezer.com/track/1666238642";
"Parquet Courts";"Wide awake !";"Wide awake !";"2018";"ROUGH TRADE RECORDS";1719000664;1719000823;;;;
"Blondie";"Sight and sound (best of)";"Call Me";"1980";"EMI";1719000823;1719001031;;"https://music.apple.com/fr/album/call-me/723575014?i=723575058&uo=4";"https://www.deezer.com/track/3104486";
"Leon Spencer";"Acid Jazz / Vol 1";"Hip shaker";"1972";"ACE RECORDS";1719001028;1719001207;;;;
"Alicia Walter";"I am Alicia";"Suit yourself";"2021";"SOOPER RECORDS";1719001206;1719001454;"https://open.spotify.com/track/1VtrQYE8EmPQjl1eXVwMob";"https://music.apple.com/fr/album/suit-yourself/1568360025?i=1568360037&uo=4";;
"Sault";"5";"Why why why why why";"2019";"FOREVER LIVING ORIGINALS";1719001456;1719001693;"https://open.spotify.com/track/4zwq3QUKgMNk0NSLl7fpbP";"https://music.apple.com/fr/album/why-why-why-why-why/1460826525?i=1460826789&uo=4";;
"Prince Waly";"Bo y z vol. 2";"Risotto";"2023";"BO Y Z";1719001611;1719001743;"https://open.spotify.com/track/325P4ydSGCrkDv6DIJe1PS";"https://music.apple.com/fr/album/risotto/1716878017?i=1716878558&uo=4";;
